,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,11:35:21,11:35:29,3.1588,7.4459
1,2,11:35:29,11:35:36,3.1822,7.3402
2,3,11:35:36,11:35:44,3.1714,7.3032
3,4,11:35:44,11:35:51,3.1608,7.3176
4,5,11:35:51,11:35:58,3.159,7.4674
5,6,11:35:58,11:36:06,3.16,7.5322
6,7,11:36:06,11:36:13,3.1639,7.4945
7,8,11:36:13,11:36:21,3.1649,7.3359
8,9,11:36:21,11:36:28,3.185,7.3345
9,10,11:36:28,11:36:36,3.1617,8.2945
10,11,11:36:36,11:36:44,3.2813,7.4051
11,12,11:36:44,11:36:51,3.2314,7.3008
12,13,11:36:51,11:36:58,3.1902,7.361
13,14,11:36:58,11:37:06,3.1728,7.5206
14,15,11:37:06,11:37:13,3.1672,7.4345
15,16,11:37:13,11:37:21,3.1608,7.3443
16,17,11:37:21,11:37:28,3.1774,7.286
17,18,11:37:28,11:37:35,3.1769,7.2836
18,19,11:37:35,11:37:43,3.1603,7.3148
19,20,11:37:43,11:37:50,3.1588,7.5112
20,21,11:37:50,11:37:58,3.156,7.4371
21,22,11:37:58,11:38:05,3.1564,7.4561
22,23,11:38:05,11:38:12,3.1895,7.3132
23,24,11:38:12,11:38:20,3.1587,7.2495
24,25,11:38:20,11:38:27,3.1569,7.2598
25,26,11:38:27,11:38:34,3.1632,7.352
26,27,11:38:34,11:38:42,3.1647,7.5004
27,28,11:38:42,11:38:49,3.16,7.3873
28,29,11:38:49,11:38:56,3.169,7.4431
29,30,11:38:56,11:39:04,3.1765,7.3739
30,31,11:39:04,11:39:11,3.1865,7.3506
31,32,11:39:11,11:39:18,3.1669,7.248
32,33,11:39:18,11:39:26,3.16,7.4127
33,34,11:39:26,11:39:33,3.1581,7.4534
34,35,11:39:33,11:39:41,3.1518,7.4171
35,36,11:39:41,11:39:48,3.1616,7.3743
36,37,11:39:48,11:39:55,3.1599,7.3054
37,38,11:39:55,11:40:03,3.1785,7.3308
38,39,11:40:03,11:40:10,3.1727,7.4972
39,40,11:40:10,11:40:18,3.1682,7.4659
40,41,11:40:18,11:40:25,3.1626,7.457
41,42,11:40:25,11:40:33,3.1603,7.3783
42,43,11:40:33,11:40:40,3.1612,7.3497
43,44,11:40:40,11:40:47,3.1718,7.364
44,45,11:40:47,11:40:55,3.1707,7.332
45,46,11:40:55,11:41:02,3.1641,7.4167
46,47,11:41:02,11:41:10,3.1752,7.4902
47,48,11:41:10,11:41:17,3.1598,7.4187
48,49,11:41:17,11:41:24,3.1625,7.3243
49,50,11:41:24,11:41:32,3.1729,7.4238
50,51,11:41:32,11:41:39,3.1736,7.3015
51,52,11:41:39,11:41:46,3.1554,7.4641
52,53,11:41:46,11:41:54,3.1711,7.4694
53,54,11:41:54,11:42:01,3.1723,7.4294
54,55,11:42:01,11:42:09,3.1684,7.3496
55,56,11:42:09,11:42:16,3.1623,7.3452
56,57,11:42:16,11:42:23,3.1643,7.3334
57,58,11:42:23,11:42:31,3.1632,7.4141
58,59,11:42:31,11:42:38,3.1638,7.5194
59,60,11:42:38,11:42:46,3.1492,7.4923
60,61,11:42:46,11:42:53,3.1619,7.4507
61,62,11:42:53,11:43:01,3.1613,7.345
62,63,11:43:01,11:43:08,3.1834,7.3323
63,64,11:43:08,11:43:15,3.175,7.2583
64,65,11:43:15,11:43:23,3.1628,7.3452
65,66,11:43:23,11:43:30,3.1635,7.5031
66,67,11:43:30,11:43:37,3.1677,7.437
67,68,11:43:37,11:43:45,3.1615,7.3702
68,69,11:43:45,11:43:52,3.1804,7.3665
69,70,11:43:52,11:43:59,3.1808,7.2817
70,71,11:43:59,11:44:07,3.1525,7.2821
71,72,11:44:07,11:44:14,3.1614,7.4857
72,73,11:44:14,11:44:22,3.1599,7.4404
73,74,11:44:22,11:44:29,3.1592,7.4371
74,75,11:44:29,11:44:37,3.1673,7.3856
75,76,11:44:37,11:44:44,3.1594,7.2836
76,77,11:44:44,11:44:51,3.1848,7.2785
77,78,11:44:51,11:44:58,3.1626,7.4075
78,79,11:44:58,11:45:06,3.1801,7.5071
79,80,11:45:06,11:45:13,3.1621,7.4563
80,81,11:45:13,11:45:21,3.1678,7.367
81,82,11:45:21,11:45:28,3.1697,7.3466
82,83,11:45:28,11:45:35,3.1705,7.344
83,84,11:45:35,11:45:43,3.1619,7.236
84,85,11:45:43,11:45:50,3.1633,7.5004
85,86,11:45:50,11:45:58,3.1563,7.4558
86,87,11:45:58,11:46:05,3.161,7.4731
87,88,11:46:05,11:46:13,3.1515,7.4188
88,89,11:46:13,11:46:20,3.1718,7.3545
89,90,11:46:20,11:46:27,3.1563,7.3
90,91,11:46:27,11:46:35,3.1705,7.4321
91,92,11:46:35,11:46:42,3.1572,7.4027
92,93,11:46:42,11:46:50,3.1724,7.4417
93,94,11:46:50,11:46:57,3.1645,7.4495
94,95,11:46:57,11:47:04,3.1681,7.3542
95,96,11:47:04,11:47:12,3.1558,7.3299
96,97,11:47:12,11:47:19,3.1741,7.3857
97,98,11:47:19,11:47:26,3.175,7.3799
98,99,11:47:26,11:47:34,3.1609,7.4163
99,100,11:47:34,11:47:41,3.1744,7.3683
100,101,11:47:41,11:47:48,3.1671,7.2615
101,102,11:47:48,11:47:56,3.1557,7.3432
102,103,11:47:56,11:48:03,3.1633,7.3449
103,104,11:48:03,11:48:11,3.1762,7.387
104,105,11:48:11,11:48:18,3.158,7.599
105,106,11:48:18,11:48:26,3.1595,7.413
106,107,11:48:26,11:48:33,3.1739,7.367
107,108,11:48:33,11:48:41,3.1796,8.3718
108,109,11:48:41,11:48:49,3.2517,7.3652
109,110,11:48:49,11:48:56,3.3197,7.3986
110,111,11:48:56,11:49:03,3.2379,7.3662
111,112,11:49:03,11:49:11,3.1748,7.3591
112,113,11:49:11,11:49:18,3.1651,7.4031
113,114,11:49:18,11:49:26,3.1592,7.3324
114,115,11:49:26,11:49:33,3.1671,7.4865
115,116,11:49:33,11:49:40,3.1649,7.3263
116,117,11:49:40,11:49:48,3.1663,7.3113
117,118,11:49:48,11:49:55,3.1667,7.2975
118,119,11:49:55,11:50:02,3.1517,7.4152
119,120,11:50:02,11:50:10,3.1685,7.4124
120,121,11:50:10,11:50:17,3.1719,7.5626
121,122,11:50:17,11:50:25,3.1744,7.5125
122,123,11:50:25,11:50:32,3.1992,7.5273
123,124,11:50:32,11:50:40,3.1818,7.4157
124,125,11:50:40,11:50:47,3.1686,7.3677
125,126,11:50:47,11:50:55,3.1509,7.4081
126,127,11:50:55,11:51:02,3.1732,7.488
127,128,11:51:02,11:51:10,3.1622,7.5273
128,129,11:51:10,11:51:17,3.1624,7.5077
129,130,11:51:17,11:51:24,3.1741,7.33
130,131,11:51:24,11:51:32,3.1644,7.2706
131,132,11:51:32,11:51:39,3.1739,7.3262
132,133,11:51:39,11:51:46,3.1672,7.3737
133,134,11:51:46,11:51:54,3.1596,7.4573
134,135,11:51:54,11:52:01,3.1583,7.4151
135,136,11:52:01,11:52:09,3.1612,7.4419
136,137,11:52:09,11:52:16,3.1658,7.2842
137,138,11:52:16,11:52:23,3.1634,7.252
138,139,11:52:23,11:52:31,3.1611,7.4192
139,140,11:52:31,11:52:38,3.1747,7.4706
140,141,11:52:38,11:52:46,3.1557,7.4349
141,142,11:52:46,11:52:53,3.1697,7.3706
142,143,11:52:53,11:53:00,3.1749,7.3151
143,144,11:53:00,11:53:08,3.1583,7.2667
