,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,Thu May 23 18:21:30 2019,Thu May 23 18:21:40 2019,3.1957,10.4194
1,2,Thu May 23 18:21:40 2019,Thu May 23 18:21:50 2019,3.3214,9.4074
2,3,Thu May 23 18:21:50 2019,Thu May 23 18:22:00 2019,3.222,10.0861
3,4,Thu May 23 18:22:00 2019,Thu May 23 18:22:13 2019,3.2144,12.8349
4,5,Thu May 23 18:22:13 2019,Thu May 23 18:22:23 2019,3.2123,10.4869
5,6,Thu May 23 18:22:23 2019,Thu May 23 18:22:34 2019,3.2423,10.4716
6,7,Thu May 23 18:22:34 2019,Thu May 23 18:22:46 2019,3.2343,11.9756
7,15,Thu May 23 18:24:12 2019,Thu May 23 18:24:25 2019,3.4167,13.3908
8,16,Thu May 23 18:24:25 2019,Thu May 23 18:24:40 2019,5.0558,14.7529
9,17,Thu May 23 18:24:40 2019,Thu May 23 18:24:56 2019,3.5129,15.4032
10,18,Thu May 23 18:24:56 2019,Thu May 23 18:25:10 2019,3.4684,14.3585
11,21,Thu May 23 18:25:44 2019,Thu May 23 18:25:57 2019,3.3182,13.0718
12,27,Thu May 23 18:27:18 2019,Thu May 23 18:27:37 2019,6.0466,19.2322
13,30,Thu May 23 18:28:13 2019,Thu May 23 18:28:27 2019,3.2966,14.3917
14,35,Thu May 23 18:30:02 2019,Thu May 23 18:30:30 2019,11.1119,27.7234
