,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,4,Thu May 23 18:24:12 2019,Thu May 23 18:24:34 2019,4.1808,21.738
1,5,Thu May 23 18:24:34 2019,Thu May 23 18:24:57 2019,4.3512,22.3874
2,14,Thu May 23 18:28:06 2019,Thu May 23 18:28:35 2019,6.8048,29.0019
3,15,Thu May 23 18:28:35 2019,Thu May 23 18:29:00 2019,5.4704,25.4578
4,17,Thu May 23 18:29:33 2019,Thu May 23 18:30:11 2019,12.693,37.6486
5,20,Thu May 23 18:31:17 2019,Thu May 23 18:31:52 2019,11.8812,35.1052
6,23,Thu May 23 18:32:45 2019,Thu May 23 18:33:04 2019,5.0401,19.8619
7,26,Thu May 23 18:33:43 2019,Thu May 23 18:34:02 2019,3.6143,19.6608
8,27,Thu May 23 18:34:02 2019,Thu May 23 18:34:21 2019,3.5744,19.0262
9,28,Thu May 23 18:34:21 2019,Thu May 23 18:34:37 2019,3.2179,15.2534
10,29,Thu May 23 18:34:37 2019,Thu May 23 18:34:54 2019,3.7309,17.6102
11,30,Thu May 23 18:34:54 2019,Thu May 23 18:35:10 2019,3.1904,15.3199
12,31,Thu May 23 18:35:10 2019,Thu May 23 18:35:21 2019,3.1779,11.2678
13,32,Thu May 23 18:35:21 2019,Thu May 23 18:35:32 2019,3.2244,11.3693
14,33,Thu May 23 18:35:32 2019,Thu May 23 18:35:44 2019,3.2517,11.3457
15,34,Thu May 23 18:35:44 2019,Thu May 23 18:35:55 2019,3.1892,11.2549
16,35,Thu May 23 18:35:55 2019,Thu May 23 18:36:05 2019,3.22,10.4282
17,36,Thu May 23 18:36:05 2019,Thu May 23 18:36:15 2019,3.198,10.22
18,37,Thu May 23 18:36:15 2019,Thu May 23 18:36:26 2019,3.4155,10.4526
19,38,Thu May 23 18:36:26 2019,Thu May 23 18:36:36 2019,3.2122,10.013
20,39,Thu May 23 18:36:36 2019,Thu May 23 18:36:46 2019,3.2023,10.2928
21,40,Thu May 23 18:36:46 2019,Thu May 23 18:36:57 2019,3.2151,10.6146
22,41,Thu May 23 18:36:57 2019,Thu May 23 18:37:08 2019,3.2035,11.0874
23,42,Thu May 23 18:37:08 2019,Thu May 23 18:37:18 2019,3.1733,10.6125
24,43,Thu May 23 18:37:18 2019,Thu May 23 18:37:31 2019,3.1863,12.6362
25,44,Thu May 23 18:37:31 2019,Thu May 23 18:37:42 2019,3.1824,10.8995
26,45,Thu May 23 18:37:42 2019,Thu May 23 18:37:54 2019,3.199,11.5295
27,46,Thu May 23 18:37:54 2019,Thu May 23 18:38:04 2019,3.1868,10.8198
28,47,Thu May 23 18:38:04 2019,Thu May 23 18:38:15 2019,3.1998,11.0301
29,48,Thu May 23 18:38:15 2019,Thu May 23 18:38:26 2019,3.1919,10.3729
30,49,Thu May 23 18:38:26 2019,Thu May 23 18:38:36 2019,3.2146,10.1686
31,50,Thu May 23 18:38:36 2019,Thu May 23 18:38:46 2019,3.2057,10.4432
32,52,Thu May 23 18:38:57 2019,Thu May 23 18:39:11 2019,3.1998,13.6722
33,54,Thu May 23 18:39:21 2019,Thu May 23 18:39:31 2019,3.1804,10.2547
34,55,Thu May 23 18:39:31 2019,Thu May 23 18:39:43 2019,3.274,11.9189
