,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,Thu May 23 18:22:58 2019,Thu May 23 18:23:16 2019,4.9607,17.9251
1,3,Thu May 23 18:23:27 2019,Thu May 23 18:23:55 2019,3.5731,28.5617
2,6,Thu May 23 18:24:37 2019,Thu May 23 18:24:59 2019,4.7549,21.7387
3,10,Thu May 23 18:26:10 2019,Thu May 23 18:26:34 2019,7.1634,23.6844
4,11,Thu May 23 18:26:34 2019,Thu May 23 18:27:01 2019,6.9298,27.4307
5,13,Thu May 23 18:27:23 2019,Thu May 23 18:27:47 2019,7.0534,23.7415
6,14,Thu May 23 18:27:47 2019,Thu May 23 18:28:18 2019,7.2413,31.0988
7,17,Thu May 23 18:29:01 2019,Thu May 23 18:29:37 2019,14.8313,36.4384
8,23,Thu May 23 18:32:23 2019,Thu May 23 18:32:47 2019,3.6419,24.1221
9,24,Thu May 23 18:32:47 2019,Thu May 23 18:33:06 2019,4.7966,18.6009
10,27,Thu May 23 18:33:42 2019,Thu May 23 18:34:02 2019,3.4789,19.8006
11,28,Thu May 23 18:34:02 2019,Thu May 23 18:34:21 2019,3.4634,19.0252
12,30,Thu May 23 18:34:36 2019,Thu May 23 18:34:51 2019,3.42,14.9024
13,31,Thu May 23 18:34:51 2019,Thu May 23 18:35:06 2019,4.0816,14.8755
14,32,Thu May 23 18:35:06 2019,Thu May 23 18:35:18 2019,3.1903,12.0411
15,33,Thu May 23 18:35:18 2019,Thu May 23 18:35:30 2019,3.1845,11.4353
16,34,Thu May 23 18:35:30 2019,Thu May 23 18:35:40 2019,3.2538,10.8386
17,35,Thu May 23 18:35:40 2019,Thu May 23 18:35:52 2019,3.2247,11.5981
18,36,Thu May 23 18:35:52 2019,Thu May 23 18:36:03 2019,3.2211,11.0124
19,37,Thu May 23 18:36:03 2019,Thu May 23 18:36:13 2019,3.2424,10.4928
20,38,Thu May 23 18:36:13 2019,Thu May 23 18:36:24 2019,3.1906,10.5882
21,39,Thu May 23 18:36:24 2019,Thu May 23 18:36:35 2019,3.3227,10.8677
22,40,Thu May 23 18:36:35 2019,Thu May 23 18:36:46 2019,3.2267,10.9745
23,41,Thu May 23 18:36:46 2019,Thu May 23 18:36:57 2019,3.1859,10.6715
24,42,Thu May 23 18:36:57 2019,Thu May 23 18:37:07 2019,3.218,10.8022
25,43,Thu May 23 18:37:07 2019,Thu May 23 18:37:18 2019,3.2043,10.7132
26,44,Thu May 23 18:37:18 2019,Thu May 23 18:37:31 2019,3.2382,13.1192
27,45,Thu May 23 18:37:31 2019,Thu May 23 18:37:43 2019,3.1664,11.2975
28,46,Thu May 23 18:37:43 2019,Thu May 23 18:37:54 2019,3.1995,11.3156
29,47,Thu May 23 18:37:54 2019,Thu May 23 18:38:05 2019,3.1991,10.6672
30,48,Thu May 23 18:38:05 2019,Thu May 23 18:38:16 2019,3.2172,11.3014
31,49,Thu May 23 18:38:16 2019,Thu May 23 18:38:26 2019,3.2098,10.3494
32,50,Thu May 23 18:38:26 2019,Thu May 23 18:38:37 2019,3.2377,11.1581
33,51,Thu May 23 18:38:37 2019,Thu May 23 18:38:48 2019,3.2225,10.2346
34,52,Thu May 23 18:38:48 2019,Thu May 23 18:38:58 2019,3.1951,10.1543
35,53,Thu May 23 18:38:58 2019,Thu May 23 18:39:09 2019,3.2353,11.7193
36,55,Thu May 23 18:39:21 2019,Thu May 23 18:39:31 2019,3.2018,10.4954
37,56,Thu May 23 18:39:31 2019,Thu May 23 18:39:43 2019,3.2098,11.6046
38,58,Thu May 23 18:39:54 2019,Thu May 23 18:40:06 2019,3.3016,11.9147
39,59,Thu May 23 18:40:06 2019,Thu May 23 18:40:20 2019,3.17,13.3775
40,61,Thu May 23 18:40:33 2019,Thu May 23 18:40:43 2019,3.1914,10.0535
41,62,Thu May 23 18:40:43 2019,Thu May 23 18:40:56 2019,3.277,13.4799
42,63,Thu May 23 18:40:56 2019,Thu May 23 18:41:09 2019,3.1852,12.7347
43,64,Thu May 23 18:41:09 2019,Thu May 23 18:41:21 2019,3.1897,11.5826
44,65,Thu May 23 18:41:21 2019,Thu May 23 18:41:31 2019,3.1888,10.2259
45,66,Thu May 23 18:41:31 2019,Thu May 23 18:41:45 2019,3.1892,14.3153
