,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,Thu May 23 18:22:41 2019,Thu May 23 18:22:57 2019,3.6588,15.8329
1,4,Thu May 23 18:23:27 2019,Thu May 23 18:23:52 2019,3.5034,25.1479
2,5,Thu May 23 18:23:52 2019,Thu May 23 18:24:20 2019,3.3108,28.0031
3,6,Thu May 23 18:24:20 2019,Thu May 23 18:24:46 2019,3.6142,25.9352
4,7,Thu May 23 18:24:46 2019,Thu May 23 18:25:10 2019,3.5687,23.4597
5,9,Thu May 23 18:25:34 2019,Thu May 23 18:25:58 2019,4.0274,24.3717
6,12,Thu May 23 18:26:49 2019,Thu May 23 18:27:12 2019,6.7082,23.8039
7,14,Thu May 23 18:27:41 2019,Thu May 23 18:28:02 2019,7.194,21.6532
8,16,Thu May 23 18:28:25 2019,Thu May 23 18:28:55 2019,6.2639,30.7383
9,17,Thu May 23 18:28:55 2019,Thu May 23 18:29:23 2019,9.1935,27.9583
10,23,Thu May 23 18:32:13 2019,Thu May 23 18:32:35 2019,6.2774,21.7735
11,24,Thu May 23 18:32:35 2019,Thu May 23 18:33:01 2019,5.302,26.2047
12,25,Thu May 23 18:33:01 2019,Thu May 23 18:33:25 2019,3.848,24.1653
13,27,Thu May 23 18:33:47 2019,Thu May 23 18:34:11 2019,5.0084,23.3548
14,28,Thu May 23 18:34:11 2019,Thu May 23 18:34:34 2019,5.7685,22.9766
15,30,Thu May 23 18:34:59 2019,Thu May 23 18:35:24 2019,3.5835,25.118
16,31,Thu May 23 18:35:24 2019,Thu May 23 18:35:47 2019,3.5423,22.9589
17,32,Thu May 23 18:35:47 2019,Thu May 23 18:36:10 2019,3.4651,23.6801
18,33,Thu May 23 18:36:10 2019,Thu May 23 18:36:34 2019,3.8844,23.6636
19,34,Thu May 23 18:36:34 2019,Thu May 23 18:36:56 2019,3.5981,22.4813
20,35,Thu May 23 18:36:56 2019,Thu May 23 18:37:19 2019,3.4372,22.7303
21,36,Thu May 23 18:37:19 2019,Thu May 23 18:37:42 2019,3.4205,23.0304
22,37,Thu May 23 18:37:42 2019,Thu May 23 18:38:05 2019,3.5894,22.965
23,38,Thu May 23 18:38:05 2019,Thu May 23 18:38:28 2019,3.5693,22.7521
24,39,Thu May 23 18:38:28 2019,Thu May 23 18:38:50 2019,3.5241,22.6032
25,40,Thu May 23 18:38:50 2019,Thu May 23 18:39:11 2019,3.4653,20.9013
26,41,Thu May 23 18:39:11 2019,Thu May 23 18:39:34 2019,3.5158,22.5165
27,43,Thu May 23 18:39:58 2019,Thu May 23 18:40:16 2019,3.907,17.6336
28,44,Thu May 23 18:40:16 2019,Thu May 23 18:40:35 2019,3.9944,19.3539
29,46,Thu May 23 18:40:54 2019,Thu May 23 18:41:16 2019,4.1557,21.7332
30,48,Thu May 23 18:41:38 2019,Thu May 23 18:41:59 2019,3.5478,21.0821
31,49,Thu May 23 18:41:59 2019,Thu May 23 18:42:20 2019,3.7952,21.328
32,50,Thu May 23 18:42:20 2019,Thu May 23 18:42:40 2019,3.5514,19.4334
33,51,Thu May 23 18:42:40 2019,Thu May 23 18:42:58 2019,3.5021,17.7699
34,52,Thu May 23 18:42:58 2019,Thu May 23 18:43:16 2019,3.5065,18.222
35,54,Thu May 23 18:43:35 2019,Thu May 23 18:43:55 2019,3.2941,20.0662
36,55,Thu May 23 18:43:55 2019,Thu May 23 18:44:14 2019,3.2043,19.1372
37,56,Thu May 23 18:44:14 2019,Thu May 23 18:44:34 2019,3.5808,19.9152
38,57,Thu May 23 18:44:34 2019,Thu May 23 18:44:54 2019,3.2658,20.0958
39,58,Thu May 23 18:44:54 2019,Thu May 23 18:45:13 2019,3.6478,19.5832
40,59,Thu May 23 18:45:13 2019,Thu May 23 18:45:32 2019,3.2512,18.6066
41,60,Thu May 23 18:45:32 2019,Thu May 23 18:45:51 2019,3.4995,18.8925
42,61,Thu May 23 18:45:51 2019,Thu May 23 18:46:10 2019,3.7281,19.1271
