,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,Thu May 23 18:21:40 2019,Thu May 23 18:21:51 2019,3.2024,11.3356
1,2,Thu May 23 18:21:51 2019,Thu May 23 18:22:03 2019,3.583,11.9601
2,3,Thu May 23 18:22:03 2019,Thu May 23 18:22:23 2019,4.8965,20.0858
3,4,Thu May 23 18:22:23 2019,Thu May 23 18:22:44 2019,3.6662,20.5401
4,7,Thu May 23 18:26:22 2019,Thu May 23 18:26:58 2019,5.1177,36.0157
5,8,Thu May 23 18:26:58 2019,Thu May 23 18:27:33 2019,4.1741,34.2972
6,9,Thu May 23 18:27:33 2019,Thu May 23 18:28:13 2019,7.4506,40.0709
7,11,Thu May 23 18:28:49 2019,Thu May 23 18:29:39 2019,15.3898,49.9746
8,16,Thu May 23 18:32:24 2019,Thu May 23 18:32:57 2019,4.6484,33.0961
9,19,Thu May 23 18:34:09 2019,Thu May 23 18:34:42 2019,5.6382,32.778
10,20,Thu May 23 18:34:42 2019,Thu May 23 18:35:21 2019,4.9834,38.6777
11,21,Thu May 23 18:35:21 2019,Thu May 23 18:35:56 2019,3.9507,35.7259
12,22,Thu May 23 18:35:56 2019,Thu May 23 18:36:29 2019,3.4781,32.8636
13,23,Thu May 23 18:36:29 2019,Thu May 23 18:37:08 2019,4.8926,38.4232
14,24,Thu May 23 18:37:08 2019,Thu May 23 18:37:41 2019,4.3749,33.8097
15,25,Thu May 23 18:37:41 2019,Thu May 23 18:38:14 2019,4.1166,33.1006
16,26,Thu May 23 18:38:14 2019,Thu May 23 18:38:46 2019,4.3025,31.8559
17,27,Thu May 23 18:38:46 2019,Thu May 23 18:39:20 2019,3.7573,33.398
18,28,Thu May 23 18:39:20 2019,Thu May 23 18:39:54 2019,3.832,33.9667
19,30,Thu May 23 18:40:28 2019,Thu May 23 18:41:03 2019,3.9326,34.7866
20,31,Thu May 23 18:41:03 2019,Thu May 23 18:41:36 2019,4.9271,32.5254
21,32,Thu May 23 18:41:36 2019,Thu May 23 18:42:11 2019,4.865,34.9437
22,33,Thu May 23 18:42:11 2019,Thu May 23 18:42:46 2019,3.8001,34.8496
23,34,Thu May 23 18:42:46 2019,Thu May 23 18:43:16 2019,3.7921,29.979
24,35,Thu May 23 18:43:16 2019,Thu May 23 18:43:52 2019,4.4543,36.5698
25,36,Thu May 23 18:43:52 2019,Thu May 23 18:44:28 2019,4.0077,36.1896
26,37,Thu May 23 18:44:28 2019,Thu May 23 18:44:59 2019,4.1826,30.8675
27,38,Thu May 23 18:44:59 2019,Thu May 23 18:45:31 2019,4.3783,32.0033
28,39,Thu May 23 18:45:31 2019,Thu May 23 18:46:04 2019,4.8068,33.2455
29,40,Thu May 23 18:46:04 2019,Thu May 23 18:46:42 2019,4.3236,37.9244
30,41,Thu May 23 18:46:42 2019,Thu May 23 18:47:18 2019,6.0081,35.5825
31,42,Thu May 23 18:47:18 2019,Thu May 23 18:47:51 2019,5.349,33.4565
32,43,Thu May 23 18:47:51 2019,Thu May 23 18:48:26 2019,4.3237,34.7184
33,44,Thu May 23 18:48:26 2019,Thu May 23 18:48:59 2019,3.8106,33.2073
34,45,Thu May 23 18:48:59 2019,Thu May 23 18:49:31 2019,4.1115,31.9901
35,46,Thu May 23 18:49:31 2019,Thu May 23 18:50:03 2019,4.0488,31.9447
36,48,Thu May 23 18:50:39 2019,Thu May 23 18:51:10 2019,3.4714,31.3184
37,49,Thu May 23 18:51:10 2019,Thu May 23 18:51:42 2019,4.7896,31.5886
38,50,Thu May 23 18:51:42 2019,Thu May 23 18:52:17 2019,4.7569,35.3802
39,51,Thu May 23 18:52:17 2019,Thu May 23 18:52:51 2019,3.9657,33.7256
40,52,Thu May 23 18:52:51 2019,Thu May 23 18:53:25 2019,6.0312,34.5187
41,53,Thu May 23 18:53:25 2019,Thu May 23 18:53:58 2019,3.3705,33.1989
42,54,Thu May 23 18:53:58 2019,Thu May 23 18:54:34 2019,4.8452,35.5955
43,55,Thu May 23 18:54:34 2019,Thu May 23 18:55:07 2019,4.109,33.314
44,58,Thu May 23 18:56:18 2019,Thu May 23 18:56:50 2019,4.2737,31.5977
45,59,Thu May 23 18:56:50 2019,Thu May 23 18:57:23 2019,4.101,33.3207
46,60,Thu May 23 18:57:23 2019,Thu May 23 18:57:58 2019,4.5382,34.5472
47,61,Thu May 23 18:57:58 2019,Thu May 23 18:58:34 2019,3.7354,36.0361
48,63,Thu May 23 18:59:08 2019,Thu May 23 18:59:43 2019,3.9474,35.6865
49,65,Thu May 23 19:00:24 2019,Thu May 23 19:01:02 2019,4.2891,37.7917
50,67,Thu May 23 19:01:39 2019,Thu May 23 19:02:13 2019,3.5633,34.4463
51,68,Thu May 23 19:02:13 2019,Thu May 23 19:02:40 2019,4.5388,26.7794
52,69,Thu May 23 19:02:40 2019,Thu May 23 19:03:14 2019,9.4299,33.9827
53,70,Thu May 23 19:03:14 2019,Thu May 23 19:03:39 2019,6.2432,25.2152
54,72,Thu May 23 19:04:06 2019,Thu May 23 19:04:35 2019,4.5997,29.0175
55,73,Thu May 23 19:04:35 2019,Thu May 23 19:05:09 2019,3.8172,34.5707
56,74,Thu May 23 19:05:09 2019,Thu May 23 19:05:38 2019,3.8701,28.8227
57,75,Thu May 23 19:05:38 2019,Thu May 23 19:06:14 2019,4.2741,35.5427
58,76,Thu May 23 19:06:14 2019,Thu May 23 19:06:48 2019,3.9338,34.0054
59,77,Thu May 23 19:06:48 2019,Thu May 23 19:07:18 2019,4.652,30.0994
60,78,Thu May 23 19:07:18 2019,Thu May 23 19:07:50 2019,3.9093,32.4681
61,79,Thu May 23 19:07:50 2019,Thu May 23 19:08:22 2019,3.6198,32.1649
62,80,Thu May 23 19:08:22 2019,Thu May 23 19:08:53 2019,3.6513,30.786
63,81,Thu May 23 19:08:53 2019,Thu May 23 19:09:24 2019,4.5476,31.218
64,82,Thu May 23 19:09:25 2019,Thu May 23 19:09:59 2019,5.7578,34.6159
65,83,Thu May 23 19:09:59 2019,Thu May 23 19:10:33 2019,4.103,33.4353
66,84,Thu May 23 19:10:33 2019,Thu May 23 19:11:08 2019,5.2469,35.1706
67,85,Thu May 23 19:11:08 2019,Thu May 23 19:11:40 2019,7.2274,32.4558
68,86,Thu May 23 19:11:40 2019,Thu May 23 19:12:12 2019,4.477,31.3774
69,87,Thu May 23 19:12:12 2019,Thu May 23 19:12:46 2019,4.0776,34.7915
70,88,Thu May 23 19:12:46 2019,Thu May 23 19:13:19 2019,4.3764,32.5747
71,89,Thu May 23 19:13:19 2019,Thu May 23 19:13:53 2019,4.7903,33.6401
72,90,Thu May 23 19:13:53 2019,Thu May 23 19:14:24 2019,3.6116,31.8088
73,91,Thu May 23 19:14:24 2019,Thu May 23 19:14:52 2019,3.5009,27.4193
