,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,09:53:23,09:53:31,1.1047,8.0941
1,2,09:53:31,09:53:37,1.2147,6.0596
2,3,09:53:37,09:53:45,1.1651,7.7303
3,4,09:53:45,09:53:53,1.1169,8.0424
4,5,09:53:53,09:54:00,1.2161,6.7609
5,6,09:54:00,09:54:07,1.1531,6.7247
6,7,09:54:07,09:54:15,1.2596,7.8876
7,8,09:54:15,09:54:21,1.2154,6.6326
8,9,09:54:21,09:54:27,1.119,6.3108
9,10,09:54:27,09:54:34,1.2026,6.7131
10,11,09:54:34,09:54:41,1.2428,6.6637
11,12,09:54:41,09:54:48,1.1461,6.6508
12,14,09:54:54,09:55:00,1.1885,6.272
13,15,09:55:00,09:55:06,1.1816,6.0924
14,16,09:55:06,09:55:13,1.177,6.4725
15,17,09:55:13,09:55:19,1.2222,6.2912
16,18,09:55:19,09:55:26,1.1399,6.6053
17,19,09:55:26,09:55:32,1.1813,6.3779
18,20,09:55:32,09:55:38,1.2279,6.4678
19,21,09:55:38,09:55:45,1.2508,6.3297
20,22,09:55:45,09:55:51,1.2247,6.5252
21,23,09:55:51,09:55:58,1.2556,6.5587
22,24,09:55:58,09:56:04,1.19,6.5762
23,25,09:56:04,09:56:11,1.3408,6.5537
24,26,09:56:11,09:56:18,1.3123,6.5845
25,27,09:56:18,09:56:24,1.4569,6.7826
26,28,09:56:24,09:56:31,1.3509,6.7663
27,29,09:56:31,09:56:38,1.3504,6.5869
28,30,09:56:38,09:56:44,1.0965,6.4214
29,31,09:56:44,09:56:51,1.132,6.6644
30,32,09:56:51,09:56:58,1.0992,6.728
31,33,09:56:58,09:57:05,1.1311,6.9831
32,34,09:57:05,09:57:11,1.0933,6.4854
33,35,09:57:11,09:57:18,1.0983,6.7839
34,36,09:57:18,09:57:25,1.1076,6.7734
35,37,09:57:25,09:57:31,1.1122,6.5177
36,38,09:57:31,09:57:38,1.1054,6.6075
37,39,09:57:38,09:57:45,1.1161,6.812
38,40,09:57:45,09:57:51,1.0992,6.7556
39,41,09:57:51,09:57:58,1.1038,6.8366
40,42,09:57:58,09:58:05,1.111,6.8954
41,43,09:58:05,09:58:12,1.0982,6.8684
42,44,09:58:12,09:58:19,1.1326,6.7383
43,46,09:58:25,09:58:32,1.1184,6.8357
44,48,09:58:39,09:58:47,1.1135,7.4172
45,49,09:58:47,09:58:54,1.1072,7.0052
46,50,09:58:54,09:59:01,1.149,7.0432
47,51,09:59:01,09:59:08,1.0924,6.9054
48,52,09:59:08,09:59:14,1.1227,6.7534
49,53,09:59:14,09:59:21,1.1858,6.8753
50,54,09:59:21,09:59:28,1.11,6.9335
51,55,09:59:28,09:59:35,1.1467,6.758
52,56,09:59:35,09:59:42,1.1365,6.8536
53,57,09:59:42,09:59:49,1.2658,7.1234
54,58,09:59:49,09:59:56,1.1473,6.96
55,59,09:59:56,10:00:03,1.1597,7.0387
56,60,10:00:03,10:00:11,1.131,8.263
57,61,10:00:11,10:00:18,1.0948,6.6751
58,62,10:00:18,10:00:24,1.1277,6.4309
59,63,10:00:24,10:00:31,1.1211,6.2877
60,64,10:00:31,10:00:37,1.1591,6.4721
61,66,10:00:44,10:00:51,1.1512,6.6671
62,67,10:00:51,10:00:58,1.141,6.8849
63,68,10:00:58,10:01:04,1.1706,6.6947
64,69,10:01:04,10:01:11,1.1559,6.5627
65,70,10:01:11,10:01:18,1.1901,7.2589
66,71,10:01:18,10:01:25,1.2587,6.9869
67,72,10:01:25,10:01:32,1.2836,6.8458
68,73,10:01:32,10:01:39,1.1559,6.8605
69,74,10:01:39,10:01:46,1.1428,7.0923
70,75,10:01:46,10:01:53,1.1164,7.1716
71,76,10:01:53,10:02:00,1.0943,6.8838
72,77,10:02:00,10:02:07,1.0901,7.0348
73,78,10:02:07,10:02:14,1.1023,6.965
74,79,10:02:14,10:02:21,1.1142,7.0815
75,80,10:02:21,10:02:28,1.1167,6.8148
76,81,10:02:28,10:02:35,1.1045,6.9673
77,82,10:02:35,10:02:42,1.1853,7.082
78,83,10:02:42,10:02:49,1.2233,7.1893
79,84,10:02:49,10:02:56,1.0999,7.0082
80,85,10:02:56,10:03:03,1.1186,7.2572
81,86,10:03:03,10:03:10,1.1158,6.7143
82,87,10:03:10,10:03:17,1.1729,6.8553
83,88,10:03:17,10:03:24,1.1135,6.9939
84,89,10:03:24,10:03:31,1.1996,7.0387
85,90,10:03:31,10:03:38,1.1406,7.1524
86,91,10:03:38,10:03:45,1.2039,7.1476
87,92,10:03:45,10:03:52,1.1519,6.5809
88,93,10:03:52,10:03:59,1.2213,6.7981
89,94,10:03:59,10:04:06,1.1225,6.7972
90,96,10:04:12,10:04:19,1.1493,6.6062
91,97,10:04:19,10:04:25,1.2284,6.7913
92,98,10:04:25,10:04:32,1.1293,6.5718
93,99,10:04:32,10:04:38,1.1485,6.4432
94,100,10:04:38,10:04:45,1.2607,6.9514
95,101,10:04:45,10:04:52,1.1974,6.5969
96,102,10:04:52,10:04:59,1.1905,6.9365
97,103,10:04:59,10:05:06,1.1548,6.7361
98,104,10:05:06,10:05:13,1.1717,6.8659
99,105,10:05:13,10:05:19,1.1532,6.6177
100,106,10:05:19,10:05:26,1.1273,6.8874
101,107,10:05:26,10:05:33,1.2014,6.8348
102,108,10:05:33,10:05:40,1.1721,6.7892
103,109,10:05:40,10:05:47,1.1194,7.0467
104,110,10:05:47,10:05:54,1.1204,7.0847
105,111,10:05:54,10:06:01,1.1929,7.2393
106,112,10:06:01,10:06:08,1.1243,6.9701
107,113,10:06:08,10:06:15,1.1664,7.0183
108,114,10:06:15,10:06:22,1.2085,7.1445
109,115,10:06:22,10:06:29,1.2359,6.9948
110,116,10:06:29,10:06:36,1.1924,7.0012
111,117,10:06:36,10:06:43,1.1716,6.9356
112,118,10:06:43,10:06:50,1.1395,7.3439
113,119,10:06:50,10:06:57,1.138,6.882
114,120,10:06:57,10:07:04,1.1112,6.9972
115,121,10:07:04,10:07:12,1.0995,7.4836
116,123,10:07:19,10:07:26,1.177,7.16
117,124,10:07:26,10:07:33,1.1676,6.9332
118,125,10:07:33,10:07:40,1.1242,6.8317
119,126,10:07:40,10:07:46,1.2189,6.83
120,127,10:07:46,10:07:53,1.145,6.7939
